GWADABAWA MFB
GWONG MFB
HACKMAN MFB
HADEIJA MFB
HALAL CREDIT MFB
HALLOWED MFB
HALMOND MFB
HAMADA MFB
HAMDA MFB
HASAL MFB
HEADWAY MFB LTD
HIGHLAND MFB
HINACHE MFB
HONEY MFB
HOPE ALIVE MFB
IBA MFB
IBETO MFB
IBILE MFB
IBOM FADAMA MFB
IBOLO MFB
IBRAHIM BADAMASI BABANGIDA UNIVERSITY MFB
IBU-AJE MFB
I-Care Microfinance Bank Ltd
IC-GLOBAL MFB
ICHI MFB
IDEATO MFB
IDEMILI MFB
IDESE MFB
IFEANYICHUKWU MFB
IFEDAPO MFB
IFELODUN MFB
IFESOWAPO MFB
IGANGAN MFB
IGBOORA MFB
IGBO-UKWU MFB
IGHOMO MFB
IHIALA MFB
IHIOMA MFB
IJARE MFB
IJEBU IFE MFB
IKENNE MFB
IKIRE MFB
IKORODU DIVISION MFB
IKOYI-ILE MFB
IKOYI-OSUN MFB
ILARO POLYTECHNIC MFB
ILE-OLUJI MFB
ILISAN MFB
ILOBU MFB
ILOFFA MFB
ILORA MFB
ILORIN MFB
ILUDUN ORO MFB
ILUTUNTUN-OSORO MFB
IMO STATE MICROFINANCE BANK
IMODI-IMOSAN MFB
IMOPOLY MFB
IMOWO MFB
IMSU MFB
IMT MFB
INFINITY MFB
INI MFB
INSIGHT MFB
INTERLAND MFB
IPAPO MFB
IPERU MFB
IRL MFB
ISALE OYO MFB
ISHIAGU MFB
ISHIE MFB
ISI AKU MFB
ISI-UZO MFB
ISLAND MFB
ISUOFIA MFB
IWA MFB
IWADE MFB
IWOAMA MFB
IWOYE-IJESA MFB
IYAMOYE MFB
IYEDE MFB
IYERU OKIN MFB
IYIN EKITI MFB
IZON MFB LTD
JAMIS MFB
JANMAA MFB
JANZAMA MFB
JEN MFB
JESSEFIELD MFB
JEWEL COOP MFB
JOINT FARMERS MFB
JOSAD MFB
KABO MFB
KADA MFB
KADPOLY MFB
KADUPE MFB
KAMBA MFB
KANKIA MFB LTD
KANO POLY MFB
KANO-WEST MFB
KATAGUM MFB
KAYVEE MFB
KC MFB
KCMB MFB
KEFFI MFB
KENECHUKWU MFB
KHB MFB
KINGDOM COLLEGE MFB LTD
KISI MFB
KJL MFB
KKU Microfinance
KMC MFB
KOGI MFB
KONTAGORA MFB
KOPO-KOPE MFB
KUDA MFB
KUMBOTSO MFB
KUNAGABA MFB
KUNCHI MFB
KURA MFB
KUSALLA MFB
KWACOFOCUS MFB
KWASU MFB
KWATASHI MFB
LA FAYETTE MFB
LANDGOLD MFB
LAPO MFB
LAVENDER
LAWEBOD MFB
LAWYERS MFB
LAYELU MFB
LEADCITY MFB
LEGACY MFB
LEGEND MFB
LETSHEGO MFB
LEVITE MFB
LIFEGATE MFB
LIGHT MFB
LINKS MFB
LIVING SPRING MFB
LOVONUS MFB
M & M MFB
MAB ALLIANZ MFB LTD
MABINAS MFB
MACROD MFB
MADELYN MFB
MADOBI MFB
MAGAJIN-GIRI MFB
MAGNET MFB
MAIGATARI MFB
MAIN TRUST MFB
MAINLAND MFB
MAINSAIL MFB
MAINSTREET MFB
MALACHY MFB
MANNA MFB
MANNY MFB
MAPOLY MFB
MARITIME MFB
MATAZU MFB LTD
MAUTECH MFB
MAXITRUST MFB
MAYFAIR MFB
MBAITOLI MFB
MBAWULU MFB
MEGA MFB
MEGAPRAISE MFB
MEMENTO MFB LTD
MEMPHIS MICROFINANCE BANK LIMITED
MERCHANT MFB
MERCURY MFB
MERIDIAN MFB
MERIT MFB
MGBIDI MFB
MICHEAL OKPARA UNIVERSITY MFB
MICHIKA MFB
MICROVIS MFB
MIDLAND MFB
MINJIBIR MFB
MINJI-SE CHURCHILL MFB
MINNA MFB
MKOBO MFB LTD
MODEL MFB
MODIYA YEKOKPE MFB
MOLUSI MFB
MONARCH MFB
MONEYTRONICS MFB (Formerly Ipodo-Ikeja MFB)
Moneytrust MFB
MONEYWELL MFB
MONEYWISE MFB
MOUAU VASMUCS MFB (MICHEAL OKPARA UNIVERSITY OF AGRIC STAFF COOPERATIVE SOCIETY LTD.)
MOYOFADE MFB
MOZFIN MFB
MULTIVEST MFB
MUSHARAKA MFB
MUTUAL BENEFIT MFB
MUTUAL TRUST MFB
MWAGHAVUL MFB
NAGARTA MFB
NAISA MFB
NAKOWA MFB
NAMODA MFB
NANKA MFB
NARICT MFB
NASARAWA MFB
NDIAGU MFB
NDIOLU MFB
NDIORAH MFB
NENZIT MFB
NEPTUNE MFB
NETWORK MFB
NEW AGE MFB
NEW DAWN MFB
NEW ERA MFB
NEW GOLDEN PASTURES MFB
NEW WOMEN'S MFB
NEW WORLD MFB
NGALA MFB
NGBO MFB LTD
NI 'IMA MFB
NICE MFB
NIGERIAN NAVY MFB LTD
NIGERIAN PRISONS MFB
NINGI MFB
NIRSAL MFB
NKPA MFB
NKPOLOGWU MFB
NKPOLU-UST MFB
NNOKWA MFB
NOBLE MFB
NOMASE MICROFINANCE BANK LTD
NOPOV MFB
NORTH CAPITAL MFB
NORTHBRIDGE MFB
NOUN MFB
NOVEL MFB
NPF MFB
NRI MFB
NSEHE MFB
NSU MFB
NSUK MFB
NSUKKA TOWNSHIP MFB
NUMO MFB
NUN MFB
NUT ENDWELL MFB
NUT OKEBOLA MFB
NUTURE MFB
NWABOSI MFB
NWANNEGADI MFB
OAF MFB LTD
OAKLAND MFB
OBA MFB
OBAFEMI AWOLOWO UNIVERSITY MFB
OBELEDU MFB
OBODOUKWU MFB
OBOKUN MFB
OBOLLO MFB
OBOSI MFB
OCHE MFB
OCON SUCCESS MFB
OCTOPUS MFB
ODOAKPU MFB
ODU MFB
OGBE-AHIARA MFB
OGBERURU MFB
OGBETE MFB
OGBOEFERE MFB
OGIGE MFB
OGIYAN MFB
OGOJA MFB
OHAFIA MFB
OHHA MFB
OHON MFB
OJOKORO MFB
OKEAGBE MFB
OKENGWE MFB
OKO MFB
OKPE MFB
OKPOFE MFB
OKPOGA MFB
OKUKU MFB
OKUTA MFB
OKWO-OHA MFB
OLA MFB
OLABISI ONABANJO UNIVERSITY MFB
OLIVE MFB
OLOFIN MFB
OLOFIN-OWENA MFB LTD
OLOGBON MFB
OLOWOLAGBA MFB
OLU-BASIRI MFB
OLUCHUKWU MFB
OMAK MFB
OMIYE MFB
OMU-ARAN MFB
OMUMA MFB
ONIBU-ORE MFB
ONYX MFB
ORAUKWU MFB
OKE- ARO OREDEGBE MFB
ORILONISE MFB
ORISUN MFB
ORITA BASORUN MFB
OROKAM MFB
OROKE MFB
OROSCAPITAL MFB
ORSU MFB
OSANTA MFB
OSCT MFB
OSI MFB
OSINA MFB
OSOGBO MFB
OSOMHE MFB
OSPOLY MFB
OSUMENYI MFB
OTUKPO MFB
OTUO MFB
OURS MFB
OWOTUTU MFB
OYAN MFB
OZIZZA MFB
PALMCOAST MFB
PALMERA MFB
PANA MFB
PARKWAY MFB
PATHFINDER MFB
PATRICKGOLD MFB
PEACE MFB
PEARL MFB
PECAN TRUST MFB
PENIEL MFB
PENINSULA MFB LTD
PENNYWISE MFB
PENTECOST MFB LTD
PERSONAL TRUST MFB
PETRA MFB
PHOENIX MFB
PILLAR MFB
POLYBADAN MFB
POLYUNWANNA MFB
PREEMINENT MFB
PREMIUM MFB
PRESTIGE MFB
PRIMERA MFB
PRISCO MFB
PRISTINE DIVITIS MFB
PROGRESSIVE LINK MFB
PROJECTS MFB
PROLIFIC MFB
PROSPECTS MFB
PROSPERITY MFB
PRUDENTIAL COOPERATIVE MFB
PURPLE MONEY MFB
PYRAMID MFB
QUBE MFB
QUICKFUND MFB
RAHAMA MFB
RAKIB MFB
RAMILOWO MFB
RANDALPHA
RANO MFB
REALITY MFB
REFINED BENEFITS MFB
REGENT MFB
REHOBOTH MFB
RELIANCE MFB
RENMONEY MFB
REPHIDIM MFB
RIC MFB
RICHWAY MFB LTD.
RIGO MFB
RIMA GROWTH PATHWAY MFB LTD
RIMA MFB
RIMIN GADO MFB
RIVERSIDE MFB
ROCKSHIELD MFB
ROLEZ MFB
ROYAL BLUE MFB
ROYAL EXCHANGE MFB
ROYAL LIFE KEY MFB
ROYAL MFB
RUBIES MFB
SABI MFB
SABON YELWA MFB
SABUWA MFB LTD
SAFANA MFB
SAFE HAVEN MFB
SAFEGATE MFB
SAFELINE MFB
SAGAMU MFB
SAL-FOL MFB
SANDAMU MFB
SAPIDA MFB
SARKIN KUDU MFB LTD
SBDC MFB
SEAP MFB
SEED CAPITAL MFB
SEEDVEST MFB
SENCHI MFB
Shalom MFB
SHANONO MFB
SHEPHERD TRUST MFB
SHIELD MFB
SHONGOM MFB
SINCERE MFB
SLS MFB
SMARTMICRO MFB
SNOW MFB
SOLID ALLIANZ MFB
SOLID ROCK MFB
Solid Trust MFB
SOROMAN MFB
SPARKLE MFB
SPECTRUM MFB
STALLION MFB
STANDARD MFB
STANFORD MFB
STAR MFB
STATESIDE MFB
STATESMAN MFB
STELLAS MFB
STEP BY STEP MFB
STILLWATERS MFB LTD
STOCKCORP MFB
SUISSE MFB
SULSPAP MFB
SUMAILA MFB
SUNBEAM MFB
SUNRISE MFB
SUPPORT MFB
SUPREME MFB
SURBPOLITAN MFB
SURE ANCHOR MFB
SURELIFE MFB
TANADI MFB
TANGALE MFB
TARABA MFB
TASUED MFB
TCF MFB
TF MFB
The Millennium MFB
TIJARAH MFB
TOFA MFB
TOPCLASS MFB
TOTAL TRUST MFB
TOUCHGOLD MFB
TOWNSERVE MFB
TREASURES MFB
TRIDENT MFB
TRIPPLE A MFB
TRUST MFB
TRUSTBANC J6
TRUSTFUND MFB
TRUSTONE MFB
TSANYAWA MFB
TUDUNWADA MFB LTD
U & C MFB
UCB MFB
UDA MFB
UDOKA MFB
UGA MFB
UGBORIMILI MFB
UHURU MFB
UKPOR MFB
UKWALA MFB
ULI MFB
ULTIMATE MFB
UMEJEI MFB
UMMAH MFB
UMUAWULU MFB
UMUCHINEMERE PROCREDIT MFB
UMUCHUKWU MFB
UMUNNACHI MFB
UMUNNE MFB
UMUOJI MFB
UMYU Microfinance Bank Limited
UNAAB MFB
UNGOGO MFB
UNIBADAN MFB
UNICAL MFB
UNIFA MFB
UNIFUND MFB
UNILAG MFB LTD
UNILORIN MFB
UNIMAID MFB
UNIUYO MFB
UNIVERSITY OF BENIN MFB
UNN MFB
UNUBI MFB
URBAN MFB
URE MFB
UTAKO MFB
UTUH MFB
UVUOMA MFB
UVURU MFB
UZONDU MFB
VCL MFB
VERDANT MFB
VFD MFB LTD
VIBRANT MFB LTD
VICTORY MFB
VIRTUE MFB
VISA MFB
VISCOUNT MFB
WAILA MFB
WASE MFB
WELFARE MFB
WEST-END MFB
WETLAND MFB
WOLIWO MFB
WOMEN DEVELOPMENT MFB
WRA MFB
WUDIL MFB
XSLNCE MFB
YABO MFB
Yankari MFB
YAURI EMIRATES MFB
YCT Microfinance Bank
YENENG MFB
YES MFB
YOBE STATE MFB
ZAFEC MFB LTD
ZAMARE MFB
ZAWADI MFB LTD
ZAZZAU MFB
ZEFA MFB
ZIGATE
ZIKADO MFB
ZION MFB
ZURMI MFB
ZURU MFB
KANKARA MFB
IYA-ZAKARI (MASHI) MFB
FTA FUNTUA MFB
DUTSIN-MA MFB
BATAGWARA MFB
BAURE MFB
